city,place_name,label_1번 (고즈넉/사색)_ratio,label_2번 (레트로/빈티지)_ratio,label_3번 (청량/애니메이션)_ratio,label_4번 (아기자기/소박)_ratio,top_label,sentence_count,place,top1_label,top1_ratio,top2_label,top2_ratio,place_description
다카마쓰,마루가메마치,28.5,30.2,5.2,36.0,label_4번 (아기자기/소박),172,명소,4번 (아기자기/소박),36.0,2번 (레트로/빈티지),30.2,"마루가메마치은/는 다카마쓰에 위치한 명소로, 아기자기하고 소박한 감성이 약 36.0%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 30.2%로 함께 나타난다. "
다카마쓰,메기지마 섬,34.0,30.2,32.1,3.8,label_1번 (고즈넉/사색),53,명소,1번 (고즈넉/사색),34.0,3번 (청량/바다),32.1,"메기지마 섬은/는 다카마쓰에 위치한 명소로, 조용하고 차분한 분위기이 약 34.0%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 32.1%로 함께 나타난다. "
다카마쓰,미나미신마치 상점가,30.0,26.7,10.0,33.3,label_4번 (아기자기/소박),30,명소,4번 (아기자기/소박),33.3,1번 (고즈넉/사색),30.0,"미나미신마치 상점가은/는 다카마쓰에 위치한 명소로, 아기자기하고 소박한 감성이 약 33.3%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 30.0%로 함께 나타난다. "
다카마쓰,붓쇼잔 온천,53.7,24.2,8.7,13.4,label_1번 (고즈넉/사색),231,명소,1번 (고즈넉/사색),53.7,2번 (레트로/빈티지),24.2,"붓쇼잔 온천은/는 다카마쓰에 위치한 명소로, 조용하고 차분한 분위기이 약 53.7%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 24.2%로 함께 나타난다. "
다카마쓰,사카에다 우동 본점,8.5,61.0,2.4,28.0,label_2번 (레트로/빈티지),82,식당,2번 (레트로/빈티지),61.0,4번 (아기자기/소박),28.0,"사카에다 우동 본점은/는 다카마쓰에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 61.0%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 28.0%로 함께 나타난다. "
다카마쓰,쇼도 섬,38.1,22.2,28.6,11.1,label_1번 (고즈넉/사색),63,명소,1번 (고즈넉/사색),38.1,3번 (청량/바다),28.6,"쇼도 섬은/는 다카마쓰에 위치한 명소로, 조용하고 차분한 분위기이 약 38.1%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 28.6%로 함께 나타난다. "
다카마쓰,시코쿠무라 갤러리,36.0,26.0,23.0,15.0,label_1번 (고즈넉/사색),100,명소,1번 (고즈넉/사색),36.0,2번 (레트로/빈티지),26.0,"시코쿠무라 갤러리은/는 다카마쓰에 위치한 명소로, 조용하고 차분한 분위기이 약 36.0%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 26.0%로 함께 나타난다. "
다카마쓰,야시마루,38.5,20.1,28.4,13.0,label_1번 (고즈넉/사색),169,명소,1번 (고즈넉/사색),38.5,3번 (청량/바다),28.4,"야시마루은/는 다카마쓰에 위치한 명소로, 조용하고 차분한 분위기이 약 38.5%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 28.4%로 함께 나타난다. "
다카마쓰,커피 크나우프,17.4,26.1,0.0,56.5,label_4번 (아기자기/소박),23,카페,4번 (아기자기/소박),56.5,2번 (레트로/빈티지),26.1,"커피 크나우프은/는 다카마쓰에 위치한 카페로, 아기자기하고 소박한 감성이 약 56.5%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 26.1%로 함께 나타난다. "
다카마쓰,코라쿠 쇼쿠도,14.5,48.7,10.5,26.3,label_2번 (레트로/빈티지),76,식당,2번 (레트로/빈티지),48.7,4번 (아기자기/소박),26.3,"코라쿠 쇼쿠도은/는 다카마쓰에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 48.7%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 26.3%로 함께 나타난다. "
다카마쓰,키쿠케츠테이,57.5,13.8,8.0,20.7,label_1번 (고즈넉/사색),87,카페,1번 (고즈넉/사색),57.5,4번 (아기자기/소박),20.7,"키쿠케츠테이은/는 다카마쓰에 위치한 카페로, 조용하고 차분한 분위기이 약 57.5%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 20.7%로 함께 나타난다. "
다카마쓰,호네츠키도리 잇카쿠 타카마츠점,17.6,54.1,10.8,17.6,label_2번 (레트로/빈티지),74,식당,2번 (레트로/빈티지),54.1,1번 (고즈넉/사색),17.6,"호네츠키도리 잇카쿠 타카마츠점은/는 다카마쓰에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 54.1%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 17.6%로 함께 나타난다. "
마쓰야마,10 FACTORY 마쓰야마 본점,24.1,25.9,7.4,42.6,label_4번 (아기자기/소박),54,카페,4번 (아기자기/소박),42.6,2번 (레트로/빈티지),25.9,"10 FACTORY 마쓰야마 본점은/는 마쓰야마에 위치한 카페로, 아기자기하고 소박한 감성이 약 42.6%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 25.9%로 함께 나타난다. "
마쓰야마,Biltmore Coffee,29.4,14.7,1.5,54.4,label_4번 (아기자기/소박),68,카페,4번 (아기자기/소박),54.4,1번 (고즈넉/사색),29.4,"Biltmore Coffee은/는 마쓰야마에 위치한 카페로, 아기자기하고 소박한 감성이 약 54.4%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 29.4%로 함께 나타난다. "
마쓰야마,Flying Scotsman Okaido shop,19.5,31.2,7.8,41.6,label_4번 (아기자기/소박),77,카페,4번 (아기자기/소박),41.6,2번 (레트로/빈티지),31.2,"Flying Scotsman Okaido shop은/는 마쓰야마에 위치한 카페로, 아기자기하고 소박한 감성이 약 41.6%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 31.2%로 함께 나타난다. "
마쓰야마,La Terrazza,30.0,28.0,0.0,42.0,label_4번 (아기자기/소박),50,식당,4번 (아기자기/소박),42.0,1번 (고즈넉/사색),30.0,"La Terrazza은/는 마쓰야마에 위치한 식당로, 아기자기하고 소박한 감성이 약 42.0%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 30.0%로 함께 나타난다. "
마쓰야마,SPOT COFFEE STAND,8.9,24.4,4.4,62.2,label_4번 (아기자기/소박),90,카페,4번 (아기자기/소박),62.2,2번 (레트로/빈티지),24.4,"SPOT COFFEE STAND은/는 마쓰야마에 위치한 카페로, 아기자기하고 소박한 감성이 약 62.2%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 24.4%로 함께 나타난다. "
마쓰야마,가라아게 식당 고이치,8.0,53.4,2.3,36.4,label_2번 (레트로/빈티지),88,식당,2번 (레트로/빈티지),53.4,4번 (아기자기/소박),36.4,"가라아게 식당 고이치은/는 마쓰야마에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 53.4%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 36.4%로 함께 나타난다. "
마쓰야마,고치소우사마,11.8,50.0,8.8,29.4,label_2번 (레트로/빈티지),34,식당,2번 (레트로/빈티지),50.0,4번 (아기자기/소박),29.4,"고치소우사마은/는 마쓰야마에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 50.0%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 29.4%로 함께 나타난다. "
마쓰야마,도고 공원,48.4,23.0,18.3,10.3,label_1번 (고즈넉/사색),126,명소,1번 (고즈넉/사색),48.4,2번 (레트로/빈티지),23.0,"도고 공원은/는 마쓰야마에 위치한 명소로, 조용하고 차분한 분위기이 약 48.4%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 23.0%로 함께 나타난다. "
마쓰야마,마쓰야마 성,45.4,30.4,15.9,8.4,label_1번 (고즈넉/사색),227,명소,1번 (고즈넉/사색),45.4,2번 (레트로/빈티지),30.4,"마쓰야마 성은/는 마쓰야마에 위치한 명소로, 조용하고 차분한 분위기이 약 45.4%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 30.4%로 함께 나타난다. "
마쓰야마,모토야마,24.8,45.1,7.8,22.2,label_2번 (레트로/빈티지),153,식당,2번 (레트로/빈티지),45.1,1번 (고즈넉/사색),24.8,"모토야마은/는 마쓰야마에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 45.1%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 24.8%로 함께 나타난다. "
마쓰야마,반스이소,34.0,34.9,14.2,17.0,label_2번 (레트로/빈티지),106,명소,2번 (레트로/빈티지),34.9,1번 (고즈넉/사색),34.0,"반스이소은/는 마쓰야마에 위치한 명소로, 전통적이고 레트로한 빈티지 감성이 약 34.9%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 34.0%로 함께 나타난다. "
마쓰야마,봇짱열차,40.1,37.4,15.0,7.5,label_1번 (고즈넉/사색),187,명소,1번 (고즈넉/사색),40.1,2번 (레트로/빈티지),37.4,"봇짱열차은/는 마쓰야마에 위치한 명소로, 조용하고 차분한 분위기이 약 40.1%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 37.4%로 함께 나타난다. "
마쓰야마,시라사기 커피,17.2,34.4,3.2,45.2,label_4번 (아기자기/소박),93,카페,4번 (아기자기/소박),45.2,2번 (레트로/빈티지),34.4,"시라사기 커피은/는 마쓰야마에 위치한 카페로, 아기자기하고 소박한 감성이 약 45.2%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 34.4%로 함께 나타난다. "
마쓰야마,언덕 위의 구름 뮤지엄,35.2,31.3,20.7,12.8,label_1번 (고즈넉/사색),179,명소,1번 (고즈넉/사색),35.2,2번 (레트로/빈티지),31.3,"언덕 위의 구름 뮤지엄은/는 마쓰야마에 위치한 명소로, 조용하고 차분한 분위기이 약 35.2%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 31.3%로 함께 나타난다. "
마쓰야마,이사니와 신사,45.5,27.3,13.6,13.6,label_1번 (고즈넉/사색),88,명소,1번 (고즈넉/사색),45.5,2번 (레트로/빈티지),27.3,"이사니와 신사은/는 마쓰야마에 위치한 명소로, 조용하고 차분한 분위기이 약 45.5%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 27.3%로 함께 나타난다. "
마쓰야마,이시테지,40.7,41.3,11.3,6.7,label_2번 (레트로/빈티지),150,명소,2번 (레트로/빈티지),41.3,1번 (고즈넉/사색),40.7,"이시테지은/는 마쓰야마에 위치한 명소로, 전통적이고 레트로한 빈티지 감성이 약 41.3%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 40.7%로 함께 나타난다. "
마쓰야마,조자가나루 역,37.9,34.5,24.1,3.4,label_1번 (고즈넉/사색),29,명소,1번 (고즈넉/사색),37.9,2번 (레트로/빈티지),34.5,"조자가나루 역은/는 마쓰야마에 위치한 명소로, 조용하고 차분한 분위기이 약 37.9%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 34.5%로 함께 나타난다. "
마쓰야마,코히칸 아카렌카,10.8,43.2,5.4,40.5,label_2번 (레트로/빈티지),74,카페,2번 (레트로/빈티지),43.2,4번 (아기자기/소박),40.5,"코히칸 아카렌카은/는 마쓰야마에 위치한 카페로, 전통적이고 레트로한 빈티지 감성이 약 43.2%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 40.5%로 함께 나타난다. "
마쓰야마,텐푸라 고텐,22.0,46.0,2.0,30.0,label_2번 (레트로/빈티지),100,식당,2번 (레트로/빈티지),46.0,4번 (아기자기/소박),30.0,"텐푸라 고텐은/는 마쓰야마에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 46.0%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 30.0%로 함께 나타난다. "
미야코지마,17 END,40.6,18.2,31.0,10.2,label_1번 (고즈넉/사색),187,명소,1번 (고즈넉/사색),40.6,3번 (청량/바다),31.0,"17 END은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 40.6%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 31.0%로 함께 나타난다. "
미야코지마,Cafe de M,30.3,18.2,6.1,45.5,label_4번 (아기자기/소박),33,카페,4번 (아기자기/소박),45.5,1번 (고즈넉/사색),30.3,"Cafe de M은/는 미야코지마에 위치한 카페로, 아기자기하고 소박한 감성이 약 45.5%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 30.3%로 함께 나타난다. "
미야코지마,PANIPANI,21.1,33.8,9.9,35.2,label_4번 (아기자기/소박),71,카페,4번 (아기자기/소박),35.2,2번 (레트로/빈티지),33.8,"PANIPANI은/는 미야코지마에 위치한 카페로, 아기자기하고 소박한 감성이 약 35.2%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 33.8%로 함께 나타난다. "
미야코지마,Porto Cervo,26.2,27.9,3.3,42.6,label_4번 (아기자기/소박),61,식당,4번 (아기자기/소박),42.6,2번 (레트로/빈티지),27.9,"Porto Cervo은/는 미야코지마에 위치한 식당로, 아기자기하고 소박한 감성이 약 42.6%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 27.9%로 함께 나타난다. "
미야코지마,Red Dragon,25.0,30.0,5.0,40.0,label_4번 (아기자기/소박),20,식당,4번 (아기자기/소박),40.0,2번 (레트로/빈티지),30.0,"Red Dragon은/는 미야코지마에 위치한 식당로, 아기자기하고 소박한 감성이 약 40.0%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 30.0%로 함께 나타난다. "
미야코지마,닝긴커피,15.2,19.0,5.7,60.0,label_4번 (아기자기/소박),105,카페,4번 (아기자기/소박),60.0,2번 (레트로/빈티지),19.0,"닝긴커피은/는 미야코지마에 위치한 카페로, 아기자기하고 소박한 감성이 약 60.0%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 19.0%로 함께 나타난다. "
미야코지마,류구조 전망대,39.7,13.2,38.2,8.8,label_1번 (고즈넉/사색),68,명소,1번 (고즈넉/사색),39.7,3번 (청량/바다),38.2,"류구조 전망대은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 39.7%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 38.2%로 함께 나타난다. "
미야코지마,모자노팡야,24.7,42.5,5.5,27.4,label_2번 (레트로/빈티지),73,카페,2번 (레트로/빈티지),42.5,4번 (아기자기/소박),27.4,"모자노팡야은/는 미야코지마에 위치한 카페로, 전통적이고 레트로한 빈티지 감성이 약 42.5%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 27.4%로 함께 나타난다. "
미야코지마,무스눈 비치,37.2,23.1,28.2,11.5,label_1번 (고즈넉/사색),78,명소,1번 (고즈넉/사색),37.2,3번 (청량/바다),28.2,"무스눈 비치은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 37.2%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 28.2%로 함께 나타난다. "
미야코지마,미야코 신사,46.4,40.7,6.4,6.4,label_1번 (고즈넉/사색),140,명소,1번 (고즈넉/사색),46.4,2번 (레트로/빈티지),40.7,"미야코 신사은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 46.4%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 40.7%로 함께 나타난다. "
미야코지마,미야코지마시 종합박물관,52.1,25.4,11.3,11.3,label_1번 (고즈넉/사색),71,명소,1번 (고즈넉/사색),52.1,2번 (레트로/빈티지),25.4,"미야코지마시 종합박물관은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 52.1%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 25.4%로 함께 나타난다. "
미야코지마,섬두부 봄할머니 식당,19.0,51.6,3.2,26.2,label_2번 (레트로/빈티지),126,식당,2번 (레트로/빈티지),51.6,4번 (아기자기/소박),26.2,"섬두부 봄할머니 식당은/는 미야코지마에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 51.6%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 26.2%로 함께 나타난다. "
미야코지마,스타더스트 가든,35.0,30.0,20.0,15.0,label_1번 (고즈넉/사색),40,식당,1번 (고즈넉/사색),35.0,2번 (레트로/빈티지),30.0,"스타더스트 가든은/는 미야코지마에 위치한 식당로, 조용하고 차분한 분위기이 약 35.0%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 30.0%로 함께 나타난다. "
미야코지마,시마 카페 둔카라야,17.8,22.2,25.6,34.4,label_4번 (아기자기/소박),90,카페,4번 (아기자기/소박),34.4,3번 (청량/바다),25.6,"시마 카페 둔카라야은/는 미야코지마에 위치한 카페로, 아기자기하고 소박한 감성이 약 34.4%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 25.6%로 함께 나타난다. "
미야코지마,임갸 마린가든,51.1,16.7,25.0,7.2,label_1번 (고즈넉/사색),180,명소,1번 (고즈넉/사색),51.1,3번 (청량/바다),25.0,"임갸 마린가든은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 51.1%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 25.0%로 함께 나타난다. "
미야코지마,카와미츠 식당,17.1,53.7,7.3,22.0,label_2번 (레트로/빈티지),41,식당,2번 (레트로/빈티지),53.7,4번 (아기자기/소박),22.0,"카와미츠 식당은/는 미야코지마에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 53.7%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 22.0%로 함께 나타난다. "
미야코지마,쿠니나카 상점,21.6,27.2,4.0,47.2,label_4번 (아기자기/소박),125,카페,4번 (아기자기/소박),47.2,2번 (레트로/빈티지),27.2,"쿠니나카 상점은/는 미야코지마에 위치한 카페로, 아기자기하고 소박한 감성이 약 47.2%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 27.2%로 함께 나타난다. "
미야코지마,토리이케,38.6,18.2,35.2,8.0,label_1번 (고즈넉/사색),88,명소,1번 (고즈넉/사색),38.6,3번 (청량/바다),35.2,"토리이케은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 38.6%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 35.2%로 함께 나타난다. "
미야코지마,히가 로드파크,30.5,14.5,38.9,16.0,label_3번 (청량/애니메이션),131,명소,3번 (청량/바다),38.9,1번 (고즈넉/사색),30.5,"히가 로드파크은/는 미야코지마에 위치한 명소로, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기이 약 38.9%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 30.5%로 함께 나타난다. "
미야코지마,히가시헨나 곶,43.2,25.3,28.4,3.2,label_1번 (고즈넉/사색),95,명소,1번 (고즈넉/사색),43.2,3번 (청량/바다),28.4,"히가시헨나 곶은/는 미야코지마에 위치한 명소로, 조용하고 차분한 분위기이 약 43.2%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 28.4%로 함께 나타난다. "
오노미치,Koro Bakery,22.2,50.0,0.0,27.8,label_2번 (레트로/빈티지),18,카페,2번 (레트로/빈티지),50.0,4번 (아기자기/소박),27.8,"Koro Bakery은/는 오노미치에 위치한 카페로, 전통적이고 레트로한 빈티지 감성이 약 50.0%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 27.8%로 함께 나타난다. "
오노미치,Mitemi,31.2,43.8,12.5,12.5,label_2번 (레트로/빈티지),48,명소,2번 (레트로/빈티지),43.8,1번 (고즈넉/사색),31.2,"Mitemi은/는 오노미치에 위치한 명소로, 전통적이고 레트로한 빈티지 감성이 약 43.8%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 31.2%로 함께 나타난다. "
오노미치,Nekonotepan factory,8.3,66.7,8.3,16.7,label_2번 (레트로/빈티지),12,카페,2번 (레트로/빈티지),66.7,4번 (아기자기/소박),16.7,"Nekonotepan factory은/는 오노미치에 위치한 카페로, 전통적이고 레트로한 빈티지 감성이 약 66.7%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 16.7%로 함께 나타난다. "
오노미치,Onomichi Yokocho,25.0,56.2,0.0,18.8,label_2번 (레트로/빈티지),16,식당,2번 (레트로/빈티지),56.2,1번 (고즈넉/사색),25.0,"Onomichi Yokocho은/는 오노미치에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 56.2%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 25.0%로 함께 나타난다. "
오노미치,고양이 골목,45.5,22.1,23.4,9.1,label_1번 (고즈넉/사색),77,명소,1번 (고즈넉/사색),45.5,3번 (청량/바다),23.4,"고양이 골목은/는 오노미치에 위치한 명소로, 조용하고 차분한 분위기이 약 45.5%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 23.4%로 함께 나타난다. "
오노미치,나카타 미술관,37.5,43.8,12.5,6.2,label_2번 (레트로/빈티지),16,명소,2번 (레트로/빈티지),43.8,1번 (고즈넉/사색),37.5,"나카타 미술관은/는 오노미치에 위치한 명소로, 전통적이고 레트로한 빈티지 감성이 약 43.8%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 37.5%로 함께 나타난다. "
오노미치,로프웨이 산록역,64.4,18.4,12.6,4.6,label_1번 (고즈넉/사색),87,명소,1번 (고즈넉/사색),64.4,2번 (레트로/빈티지),18.4,"로프웨이 산록역은/는 오노미치에 위치한 명소로, 조용하고 차분한 분위기이 약 64.4%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 18.4%로 함께 나타난다. "
오노미치,사이코쿠지 절 인왕문,45.7,28.6,20.0,5.7,label_1번 (고즈넉/사색),35,명소,1번 (고즈넉/사색),45.7,2번 (레트로/빈티지),28.6,"사이코쿠지 절 인왕문은/는 오노미치에 위치한 명소로, 조용하고 차분한 분위기이 약 45.7%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 28.6%로 함께 나타난다. "
오노미치,센코지공원,59.8,13.7,17.6,8.8,label_1번 (고즈넉/사색),102,명소,1번 (고즈넉/사색),59.8,3번 (청량/바다),17.6,"센코지공원은/는 오노미치에 위치한 명소로, 조용하고 차분한 분위기이 약 59.8%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 17.6%로 함께 나타난다. "
오노미치,오노미치 로만 커피 본점,39.4,15.2,9.1,36.4,label_1번 (고즈넉/사색),33,카페,1번 (고즈넉/사색),39.4,4번 (아기자기/소박),36.4,"오노미치 로만 커피 본점은/는 오노미치에 위치한 카페로, 조용하고 차분한 분위기이 약 39.4%로 가장 높게 나타나며, 아기자기하고 소박한 감성도 약 36.4%로 함께 나타난다. "
오노미치,오노미치 혼도리 상점가,20.0,47.5,15.0,17.5,label_2번 (레트로/빈티지),40,명소,2번 (레트로/빈티지),47.5,1번 (고즈넉/사색),20.0,"오노미치 혼도리 상점가은/는 오노미치에 위치한 명소로, 전통적이고 레트로한 빈티지 감성이 약 47.5%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 20.0%로 함께 나타난다. "
오노미치,오노미치라멘 규짱 오노미치점,29.0,38.7,19.4,12.9,label_2번 (레트로/빈티지),31,식당,2번 (레트로/빈티지),38.7,1번 (고즈넉/사색),29.0,"오노미치라멘 규짱 오노미치점은/는 오노미치에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 38.7%로 가장 높게 나타나며, 조용하고 차분한 분위기도 약 29.0%로 함께 나타난다. "
오노미치,오노미치라멘 이치반칸 본점,17.4,43.5,26.1,13.0,label_2번 (레트로/빈티지),23,식당,2번 (레트로/빈티지),43.5,3번 (청량/바다),26.1,"오노미치라멘 이치반칸 본점은/는 오노미치에 위치한 식당로, 전통적이고 레트로한 빈티지 감성이 약 43.5%로 가장 높게 나타나며, 맑고 청량한 풍경과 애니메이션 장면처럼 밝고 생동감 있는 분위기도 약 26.1%로 함께 나타난다. "
오노미치,칸미도코로 오노미치 사쿠라 차야,28.6,28.6,14.3,28.6,label_1번 (고즈넉/사색),7,카페,1번 (고즈넉/사색),28.6,2번 (레트로/빈티지),28.6,"칸미도코로 오노미치 사쿠라 차야은/는 오노미치에 위치한 카페로, 조용하고 차분한 분위기이 약 28.6%로 가장 높게 나타나며, 전통적이고 레트로한 빈티지 감성도 약 28.6%로 함께 나타난다. "
